timestep,date,node,S,E,I,R
249,2019-09-07,8,612,0,0,8903
249,2019-09-07,9,447,0,0,9149
249,2019-09-07,10,181,0,0,3817
249,2019-09-07,11,455,0,0,7177
249,2019-09-07,12,522,0,0,6908
249,2019-09-07,13,779,0,0,10989
250,2019-09-08,0,56,0,0,2491
250,2019-09-08,1,58,0,0,1745
250,2019-09-08,2,103,0,0,2341
250,2019-09-08,3,145,0,0,3309
250,2019-09-08,4,463,0,0,6609
250,2019-09-08,5,258,0,0,3528
250,2019-09-08,6,658,0,0,9646
250,2019-09-08,7,682,0,0,10600
250,2019-09-08,8,612,0,0,8903
250,2019-09-08,9,447,0,0,9149
250,2019-09-08,10,181,0,0,3817
250,2019-09-08,11,455,0,0,7177
250,2019-09-08,12,522,0,0,6908
250,2019-09-08,13,779,0,0,10989
251,2019-09-09,0,56,0,0,2491
251,2019-09-09,1,58,0,0,1745
251,2019-09-09,2,103,0,0,2341
251,2019-09-09,3,145,0,0,3309
251,2019-09-09,4,463,0,0,6608
251,2019-09-09,5,258,0,0,3528
251,2019-09-09,6,658,0,0,9645
251,2019-09-09,7,682,0,0,10600
251,2019-09-09,8,612,0,0,8903
251,2019-09-09,9,447,0,0,9148
251,2019-09-09,10,181,0,0,3817
251,2019-09-09,11,455,0,0,7177
251,2019-09-09,12,522,0,0,6907
251,2019-09-09,13,779,0,0,10988
252,2019-09-10,0,56,0,0,2491
252,2019-09-10,1,58,0,0,1745
252,2019-09-10,2,103,0,0,2341
252,2019-09-10,3,138,0,0,3286
252,2019-09-10,4,464,0,0,6608
252,2019-09-10,5,259,0,0,3528
252,2019-09-10,6,662,0,0,9645
252,2019-09-10,7,686,0,0,10600
252,2019-09-10,8,616,0,0,8903
252,2019-09-10,9,450,0,0,9148
252,2019-09-10,10,183,0,0,3817
252,2019-09-10,11,458,0,0,7176
252,2019-09-10,12,525,0,0,6907
252,2019-09-10,13,784,0,0,10988
253,2019-09-11,0,56,0,0,2491
253,2019-09-11,1,58,0,0,1745
253,2019-09-11,2,103,0,0,2341
253,2019-09-11,3,138,0,0,3286
253,2019-09-11,4,464,0,0,6608
253,2019-09-11,5,259,0,0,3528
253,2019-09-11,6,662,0,0,9645
253,2019-09-11,7,686,0,0,10600
253,2019-09-11,8,616,0,0,8902
253,2019-09-11,9,450,0,0,9148
253,2019-09-11,10,183,0,0,3817
253,2019-09-11,11,458,0,0,7176
253,2019-09-11,12,525,0,0,6907
253,2019-09-11,13,784,0,0,10988
254,2019-09-12,0,56,0,0,2490
254,2019-09-12,1,58,0,0,1745
254,2019-09-12,2,103,0,0,2341
254,2019-09-12,3,138,0,0,3286
254,2019-09-12,4,464,0,0,6608
254,2019-09-12,5,259,0,0,3527
254,2019-09-12,6,662,0,0,9645
254,2019-09-12,7,686,0,0,10600
254,2019-09-12,8,616,0,0,8902
254,2019-09-12,9,450,0,0,9148
254,2019-09-12,10,183,0,0,3817
254,2019-09-12,11,458,0,0,7176
254,2019-09-12,12,525,0,0,6907
254,2019-09-12,13,784,0,0,10988
255,2019-09-13,0,56,0,0,2489
255,2019-09-13,1,58,0,0,1745
255,2019-09-13,2,103,0,0,2341
255,2019-09-13,3,138,0,0,3286
255,2019-09-13,4,464,0,0,6608
255,2019-09-13,5,259,0,0,3527
255,2019-09-13,6,662,0,0,9645
255,2019-09-13,7,686,0,0,10600
255,2019-09-13,8,616,0,0,8901
255,2019-09-13,9,450,0,0,9148
255,2019-09-13,10,183,0,0,3817
255,2019-09-13,11,458,0,0,7176
255,2019-09-13,12,525,0,0,6907
255,2019-09-13,13,784,0,0,10988
256,2019-09-14,0,56,0,0,2489
256,2019-09-14,1,58,0,0,1745
256,2019-09-14,2,103,0,0,2341
256,2019-09-14,3,138,0,0,3286
256,2019-09-14,4,464,0,0,6608
256,2019-09-14,5,259,0,0,3527
256,2019-09-14,6,662,0,0,9645
256,2019-09-14,7,686,0,0,10599
256,2019-09-14,8,616,0,0,8901
256,2019-09-14,9,450,0,0,9147
256,2019-09-14,10,183,0,0,3817
256,2019-09-14,11,458,0,0,7176
256,2019-09-14,12,525,0,0,6907
256,2019-09-14,13,784,0,0,10988
257,2019-09-15,0,56,0,0,2489
257,2019-09-15,1,58,0,0,1745
257,2019-09-15,2,103,0,0,2341
257,2019-09-15,3,138,0,0,3285
257,2019-09-15,4,464,0,0,6607
257,2019-09-15,5,259,0,0,3527
257,2019-09-15,6,662,0,0,9644
257,2019-09-15,7,686,0,0,10599
257,2019-09-15,8,616,0,0,8901
257,2019-09-15,9,450,0,0,9147
257,2019-09-15,10,183,0,0,3817
257,2019-09-15,11,458,0,0,7176
257,2019-09-15,12,525,0,0,6907
257,2019-09-15,13,784,0,0,10987
258,2019-09-16,0,56,0,0,2489
258,2019-09-16,1,58,0,0,1745
258,2019-09-16,2,103,0,0,2341
258,2019-09-16,3,138,0,0,3285
258,2019-09-16,4,464,0,0,6607
258,2019-09-16,5,259,0,0,3527
258,2019-09-16,6,662,0,0,9644
258,2019-09-16,7,686,0,0,10599
258,2019-09-16,8,616,0,0,8901
258,2019-09-16,9,450,0,0,9147
258,2019-09-16,10,183,0,0,3817
258,2019-09-16,11,458,0,0,7176
258,2019-09-16,12,525,0,0,6907
258,2019-09-16,13,784,0,0,10987
259,2019-09-17,0,56,0,0,2489
259,2019-09-17,1,58,0,0,1745
259,2019-09-17,2,103,0,0,2341
259,2019-09-17,3,135,0,0,3260
259,2019-09-17,4,465,0,0,6607
259,2019-09-17,5,260,0,0,3527
259,2019-09-17,6,665,0,0,9643
259,2019-09-17,7,690,0,0,10599
259,2019-09-17,8,620,0,0,8901
259,2019-09-17,9,453,0,0,9146
259,2019-09-17,10,185,0,0,3817
259,2019-09-17,11,460,0,0,7176
259,2019-09-17,12,528,0,0,6907
259,2019-09-17,13,789,0,0,10987
260,2019-09-18,0,56,0,0,2489
260,2019-09-18,1,58,0,0,1744
260,2019-09-18,2,103,0,0,2340
260,2019-09-18,3,135,0,0,3260
260,2019-09-18,4,465,0,0,6607
260,2019-09-18,5,260,0,0,3527
260,2019-09-18,6,665,0,0,9643
260,2019-09-18,7,690,0,0,10599
260,2019-09-18,8,620,0,0,8901
260,2019-09-18,9,453,0,0,9146
260,2019-09-18,10,185,0,0,3817
260,2019-09-18,11,460,0,0,7176
260,2019-09-18,12,528,0,0,6907
260,2019-09-18,13,789,0,0,10987
261,2019-09-19,0,56,0,0,2489
261,2019-09-19,1,58,0,0,1744
261,2019-09-19,2,103,0,0,2340
261,2019-09-19,3,135,0,0,3260
261,2019-09-19,4,465,0,0,6607
261,2019-09-19,5,260,0,0,3527
261,2019-09-19,6,665,0,0,9643
261,2019-09-19,7,690,0,0,10599
261,2019-09-19,8,620,0,0,8900
261,2019-09-19,9,453,0,0,9146
261,2019-09-19,10,185,0,0,3817
261,2019-09-19,11,460,0,0,7174
261,2019-09-19,12,528,0,0,6906
261,2019-09-19,13,789,0,0,10987
262,2019-09-20,0,56,0,0,2489
262,2019-09-20,1,58,0,0,1744
262,2019-09-20,2,103,0,0,2340
262,2019-09-20,3,135,0,0,3260
262,2019-09-20,4,465,0,0,6607
262,2019-09-20,5,260,0,0,3527
262,2019-09-20,6,665,0,0,9643
262,2019-09-20,7,690,0,0,10598
262,2019-09-20,8,620,0,0,8900
262,2019-09-20,9,453,0,0,9146
262,2019-09-20,10,185,0,0,3817
262,2019-09-20,11,460,0,0,7174
262,2019-09-20,12,528,0,0,6906
262,2019-09-20,13,789,0,0,10987
263,2019-09-21,0,56,0,0,2489
263,2019-09-21,1,58,0,0,1744
263,2019-09-21,2,103,0,0,2340
263,2019-09-21,3,135,0,0,3260
263,2019-09-21,4,465,0,0,6606
263,2019-09-21,5,260,0,0,3527
263,2019-09-21,6,665,0,0,9642
263,2019-09-21,7,690,0,0,10598
263,2019-09-21,8,620,0,0,8900
263,2019-09-21,9,453,0,0,9146
263,2019-09-21,10,185,0,0,3817
263,2019-09-21,11,460,0,0,7174
263,2019-09-21,12,528,0,0,6906
263,2019-09-21,13,789,0,0,10987
264,2019-09-22,0,56,0,0,2489
264,2019-09-22,1,58,0,0,1744
264,2019-09-22,2,103,0,0,2340
264,2019-09-22,3,135,0,0,3260
264,2019-09-22,4,465,0,0,6605
264,2019-09-22,5,260,0,0,3527
264,2019-09-22,6,665,0,0,9642
264,2019-09-22,7,690,0,0,10597
264,2019-09-22,8,620,0,0,8900
264,2019-09-22,9,453,0,0,9146
264,2019-09-22,10,185,0,0,3817
264,2019-09-22,11,460,0,0,7174
264,2019-09-22,12,528,0,0,6906
264,2019-09-22,13,789,0,0,10986
265,2019-09-23,0,56,0,0,2489
265,2019-09-23,1,58,0,0,1744
265,2019-09-23,2,103,0,0,2340
265,2019-09-23,3,135,0,0,3260
265,2019-09-23,4,465,0,0,6605
265,2019-09-23,5,260,0,0,3526
265,2019-09-23,6,665,0,0,9642
265,2019-09-23,7,690,0,0,10597
265,2019-09-23,8,620,0,0,8900
265,2019-09-23,9,453,0,0,9146
265,2019-09-23,10,185,0,0,3817
265,2019-09-23,11,460,0,0,7174
265,2019-09-23,12,528,0,0,6906
265,2019-09-23,13,789,0,0,10985
266,2019-09-24,0,56,0,0,2489
266,2019-09-24,1,58,0,0,1743
266,2019-09-24,2,103,0,0,2340
266,2019-09-24,3,135,0,0,3230
266,2019-09-24,4,466,0,0,6605
266,2019-09-24,5,261,0,0,3526
266,2019-09-24,6,669,0,0,9642
266,2019-09-24,7,695,0,0,10597
266,2019-09-24,8,624,0,0,8900
266,2019-09-24,9,457,0,0,9145
266,2019-09-24,10,186,0,0,3816
266,2019-09-24,11,463,0,0,7174
266,2019-09-24,12,531,0,0,6906
266,2019-09-24,13,793,0,0,10985
267,2019-09-25,0,56,0,0,2488
267,2019-09-25,1,58,0,0,1743
267,2019-09-25,2,103,0,0,2340
267,2019-09-25,3,135,0,0,3229
267,2019-09-25,4,466,0,0,6605
267,2019-09-25,5,261,0,0,3526
267,2019-09-25,6,669,0,0,9642
267,2019-09-25,7,695,0,0,10597
267,2019-09-25,8,624,0,0,8900
267,2019-09-25,9,457,0,0,9145
267,2019-09-25,10,186,0,0,3816
267,2019-09-25,11,463,0,0,7174
267,2019-09-25,12,531,0,0,6906
267,2019-09-25,13,793,0,0,10985
268,2019-09-26,0,56,0,0,2488
268,2019-09-26,1,58,0,0,1743
268,2019-09-26,2,103,0,0,2340
268,2019-09-26,3,135,0,0,3229
268,2019-09-26,4,466,0,0,6605
268,2019-09-26,5,261,0,0,3526
268,2019-09-26,6,669,0,0,9642
268,2019-09-26,7,695,0,0,10597
268,2019-09-26,8,624,0,0,8899
268,2019-09-26,9,457,0,0,9145
268,2019-09-26,10,186,0,0,3816
268,2019-09-26,11,463,0,0,7174
268,2019-09-26,12,531,0,0,6906
268,2019-09-26,13,793,0,0,10985
269,2019-09-27,0,56,0,0,2488
269,2019-09-27,1,58,0,0,1743
269,2019-09-27,2,103,0,0,2340
269,2019-09-27,3,135,0,0,3229
269,2019-09-27,4,466,0,0,6604
269,2019-09-27,5,261,0,0,3526
269,2019-09-27,6,669,0,0,9641
269,2019-09-27,7,695,0,0,10596
269,2019-09-27,8,624,0,0,8899
269,2019-09-27,9,457,0,0,9145
269,2019-09-27,10,186,0,0,3816
269,2019-09-27,11,463,0,0,7174
269,2019-09-27,12,531,0,0,6906
269,2019-09-27,13,793,0,0,10985
270,2019-09-28,0,56,0,0,2488
270,2019-09-28,1,58,0,0,1743
270,2019-09-28,2,103,0,0,2340
270,2019-09-28,3,135,0,0,3229
270,2019-09-28,4,466,0,0,6604
270,2019-09-28,5,261,0,0,3526
270,2019-09-28,6,669,0,0,9641
270,2019-09-28,7,695,0,0,10596
270,2019-09-28,8,624,0,0,8899
270,2019-09-28,9,457,0,0,9145
270,2019-09-28,10,186,0,0,3816
270,2019-09-28,11,463,0,0,7173
270,2019-09-28,12,531,0,0,6905
270,2019-09-28,13,793,0,0,10984
271,2019-09-29,0,56,0,0,2488
271,2019-09-29,1,58,0,0,1743
271,2019-09-29,2,103,0,0,2340
271,2019-09-29,3,135,0,0,3229
271,2019-09-29,4,466,0,0,6604
271,2019-09-29,5,261,0,0,3526
271,2019-09-29,6,669,0,0,9641
271,2019-09-29,7,695,0,0,10596
271,2019-09-29,8,624,0,0,8899
271,2019-09-29,9,457,0,0,9145
271,2019-09-29,10,186,0,0,3816
271,2019-09-29,11,463,0,0,7173
271,2019-09-29,12,531,0,0,6905
271,2019-09-29,13,793,0,0,10984
272,2019-09-30,0,56,0,0,2488
272,2019-09-30,1,58,0,0,1743
272,2019-09-30,2,103,0,0,2339
272,2019-09-30,3,135,0,0,3229
272,2019-09-30,4,466,0,0,6604
272,2019-09-30,5,261,0,0,3526
272,2019-09-30,6,669,0,0,9641
272,2019-09-30,7,695,0,0,10596
272,2019-09-30,8,624,0,0,8899
272,2019-09-30,9,457,0,0,9145
272,2019-09-30,10,186,0,0,3816
272,2019-09-30,11,463,0,0,7173
272,2019-09-30,12,531,0,0,6905
272,2019-09-30,13,793,0,0,10984
273,2019-10-01,0,56,0,0,2488
273,2019-10-01,1,58,0,0,1743
273,2019-10-01,2,104,0,0,2339
273,2019-10-01,3,131,0,0,3201
273,2019-10-01,4,468,0,0,6604
273,2019-10-01,5,262,0,0,3526
273,2019-10-01,6,673,0,0,9641
273,2019-10-01,7,699,0,0,10596
273,2019-10-01,8,627,0,0,8899
273,2019-10-01,9,461,0,0,9145
273,2019-10-01,10,188,0,0,3816
273,2019-10-01,11,466,0,0,7173
273,2019-10-01,12,534,0,0,6905
273,2019-10-01,13,798,0,0,10984
274,2019-10-02,0,56,0,0,2488
274,2019-10-02,1,58,0,0,1743
274,2019-10-02,2,104,0,0,2339
274,2019-10-02,3,131,0,0,3201
274,2019-10-02,4,468,0,0,6604
274,2019-10-02,5,262,0,0,3526
274,2019-10-02,6,673,0,0,9641
274,2019-10-02,7,699,0,0,10596
274,2019-10-02,8,627,0,0,8899
274,2019-10-02,9,461,0,0,9144
274,2019-10-02,10,188,0,0,3816
274,2019-10-02,11,466,0,0,7173
274,2019-10-02,12,534,0,0,6905
274,2019-10-02,13,798,0,0,10984
275,2019-10-03,0,56,0,0,2488
275,2019-10-03,1,58,0,0,1743
275,2019-10-03,2,104,0,0,2339
275,2019-10-03,3,131,0,0,3201
275,2019-10-03,4,468,0,0,6603
275,2019-10-03,5,262,0,0,3526
275,2019-10-03,6,673,0,0,9640
275,2019-10-03,7,699,0,0,10595
275,2019-10-03,8,627,0,0,8899
275,2019-10-03,9,461,0,0,9143
275,2019-10-03,10,188,0,0,3816
275,2019-10-03,11,466,0,0,7173
275,2019-10-03,12,534,0,0,6905
275,2019-10-03,13,798,0,0,10984
276,2019-10-04,0,56,0,0,2488
276,2019-10-04,1,58,0,0,1743
276,2019-10-04,2,104,0,0,2338
276,2019-10-04,3,131,0,0,3200
276,2019-10-04,4,468,0,0,6603
276,2019-10-04,5,262,0,0,3525
276,2019-10-04,6,673,0,0,9639
276,2019-10-04,7,699,0,0,10595
276,2019-10-04,8,627,0,0,8898
276,2019-10-04,9,461,0,0,9143
276,2019-10-04,10,188,0,0,3816
276,2019-10-04,11,466,0,0,7173
276,2019-10-04,12,534,0,0,6904
276,2019-10-04,13,798,0,0,10983
277,2019-10-05,0,56,0,0,2488
277,2019-10-05,1,58,0,0,1743
277,2019-10-05,2,104,0,0,2338
277,2019-10-05,3,131,0,0,3200
277,2019-10-05,4,468,0,0,6603
277,2019-10-05,5,262,0,0,3525
277,2019-10-05,6,673,0,0,9639
277,2019-10-05,7,699,0,0,10595
277,2019-10-05,8,627,0,0,8897
277,2019-10-05,9,461,0,0,9143
277,2019-10-05,10,188,0,0,3816
277,2019-10-05,11,466,0,0,7173
277,2019-10-05,12,534,0,0,6904
277,2019-10-05,13,798,0,0,10983
278,2019-10-06,0,56,0,0,2487
278,2019-10-06,1,58,0,0,1743
278,2019-10-06,2,104,0,0,2338
278,2019-10-06,3,131,0,0,3199
278,2019-10-06,4,468,0,0,6603
278,2019-10-06,5,262,0,0,3525
278,2019-10-06,6,673,0,0,9639
278,2019-10-06,7,699,0,0,10595
278,2019-10-06,8,627,0,0,8897
278,2019-10-06,9,461,0,0,9143
278,2019-10-06,10,188,0,0,3816
278,2019-10-06,11,466,0,0,7173
278,2019-10-06,12,534,0,0,6904
278,2019-10-06,13,798,0,0,10983
279,2019-10-07,0,56,0,0,2487
279,2019-10-07,1,58,0,0,1743
279,2019-10-07,2,104,0,0,2338
279,2019-10-07,3,131,0,0,3199
279,2019-10-07,4,468,0,0,6603
279,2019-10-07,5,262,0,0,3524
279,2019-10-07,6,673,0,0,9639
279,2019-10-07,7,699,0,0,10595
279,2019-10-07,8,627,0,0,8897
279,2019-10-07,9,461,0,0,9143
279,2019-10-07,10,188,0,0,3816
279,2019-10-07,11,466,0,0,7173
279,2019-10-07,12,534,0,0,6904
279,2019-10-07,13,798,0,0,10983
280,2019-10-08,0,56,0,0,2487
280,2019-10-08,1,58,0,0,1743
280,2019-10-08,2,104,0,0,2338
280,2019-10-08,3,129,0,0,3172
280,2019-10-08,4,469,0,0,6603
280,2019-10-08,5,263,0,0,3524
280,2019-10-08,6,677,0,0,9639
280,2019-10-08,7,703,0,0,10595
280,2019-10-08,8,630,0,0,8897
280,2019-10-08,9,464,0,0,9143
280,2019-10-08,10,190,0,0,3816
280,2019-10-08,11,469,0,0,7172
280,2019-10-08,12,537,0,0,6903
280,2019-10-08,13,803,0,0,10982
281,2019-10-09,0,56,0,0,2487
281,2019-10-09,1,58,0,0,1743
281,2019-10-09,2,104,0,0,2338
281,2019-10-09,3,129,0,0,3172
281,2019-10-09,4,469,0,0,6601
281,2019-10-09,5,263,0,0,3524
281,2019-10-09,6,677,0,0,9638
281,2019-10-09,7,703,0,0,10594
281,2019-10-09,8,630,0,0,8897
281,2019-10-09,9,464,0,0,9142
281,2019-10-09,10,190,0,0,3816
281,2019-10-09,11,469,0,0,7172
281,2019-10-09,12,537,0,0,6903
281,2019-10-09,13,803,0,0,10982
282,2019-10-10,0,56,0,0,2487
282,2019-10-10,1,58,0,0,1743
282,2019-10-10,2,104,0,0,2338
282,2019-10-10,3,129,0,0,3172
282,2019-10-10,4,469,0,0,6601
282,2019-10-10,5,263,0,0,3524
282,2019-10-10,6,677,0,0,9638
282,2019-10-10,7,703,0,0,10593
282,2019-10-10,8,630,0,0,8897
282,2019-10-10,9,464,0,0,9142
282,2019-10-10,10,190,0,0,3816
282,2019-10-10,11,469,0,0,7172
282,2019-10-10,12,537,0,0,6903
282,2019-10-10,13,803,0,0,10980
283,2019-10-11,0,56,0,0,2487
283,2019-10-11,1,58,0,0,1742
283,2019-10-11,2,104,0,0,2338
283,2019-10-11,3,129,0,0,3172
283,2019-10-11,4,469,0,0,6601
283,2019-10-11,5,263,0,0,3524
283,2019-10-11,6,677,0,0,9638
283,2019-10-11,7,703,0,0,10593
283,2019-10-11,8,630,0,0,8896
283,2019-10-11,9,464,0,0,9142
283,2019-10-11,10,190,0,0,3816
283,2019-10-11,11,469,0,0,7172
283,2019-10-11,12,537,0,0,6903
283,2019-10-11,13,803,0,0,10980
284,2019-10-12,0,56,0,0,2487
284,2019-10-12,1,58,0,0,1742
284,2019-10-12,2,104,0,0,2337
284,2019-10-12,3,129,0,0,3172
284,2019-10-12,4,469,0,0,6601
284,2019-10-12,5,263,0,0,3524
284,2019-10-12,6,677,0,0,9638
284,2019-10-12,7,703,0,0,10593
284,2019-10-12,8,630,0,0,8896
284,2019-10-12,9,464,0,0,9142
284,2019-10-12,10,190,0,0,3815
284,2019-10-12,11,469,0,0,7172
284,2019-10-12,12,537,0,0,6903
284,2019-10-12,13,803,0,0,10980
285,2019-10-13,0,56,0,0,2487
285,2019-10-13,1,58,0,0,1742
285,2019-10-13,2,104,0,0,2337
285,2019-10-13,3,129,0,0,3172
285,2019-10-13,4,469,0,0,6601
285,2019-10-13,5,263,0,0,3524
285,2019-10-13,6,677,0,0,9638
285,2019-10-13,7,703,0,0,10593
285,2019-10-13,8,630,0,0,8896
285,2019-10-13,9,464,0,0,9142
285,2019-10-13,10,190,0,0,3815
285,2019-10-13,11,469,0,0,7172
285,2019-10-13,12,537,0,0,6903
285,2019-10-13,13,803,0,0,10980
286,2019-10-14,0,56,0,0,2486
286,2019-10-14,1,58,0,0,1742
286,2019-10-14,2,104,0,0,2337
286,2019-10-14,3,129,0,0,3171
286,2019-10-14,4,469,0,0,6601
286,2019-10-14,5,263,0,0,3524
286,2019-10-14,6,677,0,0,9637
286,2019-10-14,7,703,0,0,10593
286,2019-10-14,8,630,0,0,8896
286,2019-10-14,9,464,0,0,9142
286,2019-10-14,10,190,0,0,3815
286,2019-10-14,11,469,0,0,7172
286,2019-10-14,12,537,0,0,6903
286,2019-10-14,13,803,0,0,10980
287,2019-10-15,0,56,0,0,2486
287,2019-10-15,1,58,0,0,1742
287,2019-10-15,2,104,0,0,2337
287,2019-10-15,3,128,0,0,3143
287,2019-10-15,4,471,0,0,6600
287,2019-10-15,5,264,0,0,3523
287,2019-10-15,6,680,0,0,9637
287,2019-10-15,7,707,0,0,10593
287,2019-10-15,8,634,0,0,8896
287,2019-10-15,9,467,0,0,9142
287,2019-10-15,10,191,0,0,3815
287,2019-10-15,11,472,0,0,7171
287,2019-10-15,12,540,0,0,6903
287,2019-10-15,13,808,0,0,10980
288,2019-10-16,0,56,0,0,2486
288,2019-10-16,1,58,0,0,1742
288,2019-10-16,2,104,0,0,2337
288,2019-10-16,3,128,0,0,3143
288,2019-10-16,4,471,0,0,6600
288,2019-10-16,5,264,0,0,3523
288,2019-10-16,6,680,0,0,9637
288,2019-10-16,7,707,0,0,10592
288,2019-10-16,8,634,0,0,8896
288,2019-10-16,9,467,0,0,9141
288,2019-10-16,10,191,0,0,3815
288,2019-10-16,11,472,0,0,7171
288,2019-10-16,12,540,0,0,6903
288,2019-10-16,13,808,0,0,10980
289,2019-10-17,0,56,0,0,2486
289,2019-10-17,1,58,0,0,1742
289,2019-10-17,2,104,0,0,2337
289,2019-10-17,3,128,0,0,3143
289,2019-10-17,4,471,0,0,6600
289,2019-10-17,5,264,0,0,3523
289,2019-10-17,6,680,0,0,9637
289,2019-10-17,7,707,0,0,10592
289,2019-10-17,8,634,0,0,8896
289,2019-10-17,9,467,0,0,9141
289,2019-10-17,10,191,0,0,3815
289,2019-10-17,11,472,0,0,7170
289,2019-10-17,12,540,0,0,6903
289,2019-10-17,13,808,0,0,10979
290,2019-10-18,0,56,0,0,2485
290,2019-10-18,1,58,0,0,1742
290,2019-10-18,2,104,0,0,2337
290,2019-10-18,3,128,0,0,3143
290,2019-10-18,4,471,0,0,6600
290,2019-10-18,5,264,0,0,3523
290,2019-10-18,6,680,0,0,9637
290,2019-10-18,7,707,0,0,10592
290,2019-10-18,8,634,0,0,8896
290,2019-10-18,9,467,0,0,9141
290,2019-10-18,10,191,0,0,3815
290,2019-10-18,11,472,0,0,7170
290,2019-10-18,12,540,0,0,6902
290,2019-10-18,13,808,0,0,10979
291,2019-10-19,0,56,0,0,2485
291,2019-10-19,1,58,0,0,1742
291,2019-10-19,2,104,0,0,2337
291,2019-10-19,3,128,0,0,3143
291,2019-10-19,4,471,0,0,6600
291,2019-10-19,5,264,0,0,3523
291,2019-10-19,6,680,0,0,9637
291,2019-10-19,7,707,0,0,10592
291,2019-10-19,8,634,0,0,8895
291,2019-10-19,9,467,0,0,9141
291,2019-10-19,10,191,0,0,3815
291,2019-10-19,11,472,0,0,7170
291,2019-10-19,12,540,0,0,6902
291,2019-10-19,13,808,0,0,10979
292,2019-10-20,0,56,0,0,2485
292,2019-10-20,1,58,0,0,1742
292,2019-10-20,2,104,0,0,2337
292,2019-10-20,3,128,0,0,3143
292,2019-10-20,4,471,0,0,6600
292,2019-10-20,5,264,0,0,3523
292,2019-10-20,6,680,0,0,9635
292,2019-10-20,7,707,0,0,10592
292,2019-10-20,8,634,0,0,8895
292,2019-10-20,9,467,0,0,9141
292,2019-10-20,10,191,0,0,3815
292,2019-10-20,11,472,0,0,7170
292,2019-10-20,12,540,0,0,6902
292,2019-10-20,13,808,0,0,10979
293,2019-10-21,0,56,0,0,2485
293,2019-10-21,1,58,0,0,1742
293,2019-10-21,2,104,0,0,2337
293,2019-10-21,3,128,0,0,3143
293,2019-10-21,4,471,0,0,6599
293,2019-10-21,5,264,0,0,3523
293,2019-10-21,6,680,0,0,9635
293,2019-10-21,7,707,0,0,10592
293,2019-10-21,8,634,0,0,8895
293,2019-10-21,9,467,0,0,9141
293,2019-10-21,10,191,0,0,3814
293,2019-10-21,11,472,0,0,7170
293,2019-10-21,12,540,0,0,6902
293,2019-10-21,13,808,0,0,10979
294,2019-10-22,0,56,0,0,2485
294,2019-10-22,1,58,0,0,1742
294,2019-10-22,2,104,0,0,2337
294,2019-10-22,3,122,0,0,3118
294,2019-10-22,4,472,0,0,6599
294,2019-10-22,5,265,0,0,3523
294,2019-10-22,6,684,0,0,9635
294,2019-10-22,7,712,0,0,10591
294,2019-10-22,8,638,0,0,8895
294,2019-10-22,9,471,0,0,9141
294,2019-10-22,10,193,0,0,3814
294,2019-10-22,11,474,0,0,7170
294,2019-10-22,12,543,0,0,6902
294,2019-10-22,13,813,0,0,10979
295,2019-10-23,0,56,0,0,2485
295,2019-10-23,1,58,0,0,1742
295,2019-10-23,2,104,0,0,2337
295,2019-10-23,3,122,0,0,3118
295,2019-10-23,4,472,0,0,6599
295,2019-10-23,5,265,0,0,3523
295,2019-10-23,6,684,0,0,9635
295,2019-10-23,7,712,0,0,10591
295,2019-10-23,8,638,0,0,8895
295,2019-10-23,9,471,0,0,9140
295,2019-10-23,10,193,0,0,3814
295,2019-10-23,11,474,0,0,7170
295,2019-10-23,12,543,0,0,6902
295,2019-10-23,13,813,0,0,10978
296,2019-10-24,0,56,0,0,2485
296,2019-10-24,1,58,0,0,1742
296,2019-10-24,2,104,0,0,2336
296,2019-10-24,3,122,0,0,3117
296,2019-10-24,4,472,0,0,6599
296,2019-10-24,5,265,0,0,3523
296,2019-10-24,6,684,0,0,9635
296,2019-10-24,7,712,0,0,10591
296,2019-10-24,8,638,0,0,8895
296,2019-10-24,9,471,0,0,9139
296,2019-10-24,10,193,0,0,3814
296,2019-10-24,11,474,0,0,7170
296,2019-10-24,12,543,0,0,6902
296,2019-10-24,13,813,0,0,10978
297,2019-10-25,0,56,0,0,2485
297,2019-10-25,1,58,0,0,1742
297,2019-10-25,2,104,0,0,2336
297,2019-10-25,3,122,0,0,3117
297,2019-10-25,4,472,0,0,6599
297,2019-10-25,5,265,0,0,3523
297,2019-10-25,6,684,0,0,9635
297,2019-10-25,7,712,0,0,10591
297,2019-10-25,8,638,0,0,8895
297,2019-10-25,9,471,0,0,9139
297,2019-10-25,10,193,0,0,3814
297,2019-10-25,11,474,0,0,7170
297,2019-10-25,12,543,0,0,6902
297,2019-10-25,13,813,0,0,10978
298,2019-10-26,0,56,0,0,2485
298,2019-10-26,1,58,0,0,1742
298,2019-10-26,2,104,0,0,2336
298,2019-10-26,3,122,0,0,3117
298,2019-10-26,4,472,0,0,6597
298,2019-10-26,5,265,0,0,3522
298,2019-10-26,6,684,0,0,9634
298,2019-10-26,7,712,0,0,10591
298,2019-10-26,8,638,0,0,8893
298,2019-10-26,9,471,0,0,9139
298,2019-10-26,10,193,0,0,3814
298,2019-10-26,11,474,0,0,7170
298,2019-10-26,12,543,0,0,6902
298,2019-10-26,13,813,0,0,10978
299,2019-10-27,0,56,0,0,2485
299,2019-10-27,1,58,0,0,1742
299,2019-10-27,2,104,0,0,2336
299,2019-10-27,3,122,0,0,3117
299,2019-10-27,4,472,0,0,6597
299,2019-10-27,5,265,0,0,3522
299,2019-10-27,6,684,0,0,9634
